Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,29.280000686645508,28.624000549316406,28.76799964904785,29.215999603271484,702875.0,18.25960922241211
2014-01-03,30.799999237060547,29.200000762939453,29.43199920654297,29.392000198364258,4576875.0,18.369606018066406
2014-01-06,29.56800079345703,28.503999710083008,29.215999603271484,28.832000732421875,988500.0,18.019615173339844
2014-01-07,29.104000091552734,28.535999298095703,28.895999908447266,28.600000381469727,765000.0,17.874616622924805
2014-01-08,28.75200080871582,28.23200035095215,28.648000717163086,28.535999298095703,739375.0,17.834617614746094
2014-01-09,28.624000549316406,28.0,28.440000534057617,28.3439998626709,774500.0,17.71462059020996
2014-01-10,28.784000396728516,28.040000915527344,28.31999969482422,28.559999465942383,1101625.0,17.8496150970459
2014-01-13,28.648000717163086,28.007999420166016,28.520000457763672,28.031999588012695,746000.0,17.519624710083008
2014-01-14,28.399999618530273,28.0,28.031999588012695,28.0,703000.0,17.49962043762207
2014-01-15,28.56800079345703,27.944000244140625,28.09600067138672,28.13599967956543,933000.0,17.58461570739746
2014-01-16,28.3439998626709,27.784000396728516,28.06399917602539,27.799999237060547,451000.0,17.37462615966797
2014-01-17,28.079999923706055,27.399999618530273,27.95199966430664,27.559999465942383,1246500.0,17.224626541137695
2014-01-20,27.86400032043457,27.280000686645508,27.288000106811523,27.479999542236328,160250.0,17.17462921142578
2014-01-21,27.631999969482422,27.631999969482422,27.631999969482422,27.68000030517578,610500.0,17.29962921142578
2014-01-22,28.15999984741211,27.559999465942383,27.559999465942383,27.6560001373291,900500.0,17.284624099731445
2014-01-23,27.8799991607666,26.920000076293945,27.607999801635742,26.944000244140625,965750.0,16.83963966369629
2014-01-24,27.472000122070312,26.847999572753906,26.847999572753906,26.944000244140625,1058000.0,16.83963966369629
2014-01-27,27.351999282836914,26.832000732421875,26.968000411987305,27.040000915527344,686500.0,16.899639129638672
2014-01-28,27.600000381469727,26.959999084472656,27.511999130249023,27.20800018310547,735375.0,17.004634857177734
2014-01-29,27.639999389648438,26.856000900268555,27.20800018310547,27.31999969482422,461375.0,17.074634552001953
2014-01-30,27.384000778198242,27.007999420166016,27.280000686645508,27.040000915527344,1607250.0,16.899639129638672
2014-01-31,27.84000015258789,26.88800048828125,26.88800048828125,27.600000381469727,1002625.0,17.249629974365234
2014-02-03,27.775999069213867,27.13599967956543,27.552000045776367,27.200000762939453,552000.0,16.9996337890625
2014-02-04,27.416000366210938,26.93600082397461,26.983999252319336,27.20800018310547,823750.0,17.004634857177734
2014-02-05,27.304000854492188,26.552000045776367,27.040000915527344,26.600000381469727,781250.0,16.624643325805664
2014-02-06,27.648000717163086,26.72800064086914,26.832000732421875,27.384000778198242,634500.0,17.11463165283203
2014-02-07,28.143999099731445,27.191999435424805,27.472000122070312,27.760000228881836,1413375.0,17.349628448486328
2014-02-10,27.86400032043457,27.224000930786133,27.711999893188477,27.600000381469727,1305125.0,17.249629974365234
2014-02-11,28.392000198364258,27.472000122070312,27.847999572753906,27.84000015258789,875625.0,17.399625778198242
2014-02-12,28.464000701904297,27.832000732421875,28.016000747680664,28.360000610351562,788250.0,17.724618911743164
