Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,9.26626968383789,8.979290008544922,9.242600440979004,8.99407958984375,852774.0,7.411646842956543
2014-01-03,9.038459777832031,8.875740051269531,9.01183032989502,8.911239624023438,2094924.0,7.343381404876709
2014-01-06,9.094670295715332,8.840239524841309,8.905329704284668,8.958580017089844,1370590.0,7.382393836975098
2014-01-07,9.091719627380371,8.893489837646484,8.893489837646484,8.952659606933594,1652482.0,7.377513885498047
2014-01-08,9.020709991455078,8.763310432434082,8.943790435791016,8.798819541931152,2171988.0,7.250743389129639
2014-01-09,8.869819641113281,8.60947036743164,8.8372802734375,8.639049530029297,2112500.0,7.119080543518066
2014-01-10,8.801779747009277,8.541419982910156,8.677510261535645,8.585800170898438,1768754.0,7.075201511383057
2014-01-13,8.689350128173828,8.449700355529785,8.526630401611328,8.461540222167969,2295358.0,6.972803115844727
2014-01-14,8.639049530029297,8.43490982055664,8.470410346984863,8.60947036743164,1430078.0,7.094707012176514
2014-01-15,8.677510261535645,8.562129974365234,8.6627197265625,8.562129974365234,1280682.0,7.055695533752441
2014-01-16,8.695269584655762,8.579879760742188,8.630180358886719,8.579879760742188,1149876.0,7.070322513580322
2014-01-17,8.61242961883545,8.5,8.585800170898438,8.50592041015625,1642004.0,7.009373664855957
2014-01-20,8.541419982910156,8.372779846191406,8.491120338439941,8.40237045288086,447174.0,6.924044609069824
2014-01-21,8.556209564208984,8.363909721374512,8.372779846191406,8.363909721374512,1193478.0,6.892350673675537
2014-01-22,8.508879661560059,8.328399658203125,8.378700256347656,8.420120239257812,2007720.0,6.938671112060547
2014-01-23,8.547340393066406,8.224849700927734,8.428990364074707,8.224849700927734,2346734.0,6.777756214141846
2014-01-24,8.431949615478516,8.18047046661377,8.204139709472656,8.369819641113281,2446106.0,6.897219181060791
2014-01-27,8.428990364074707,8.28402042388916,8.363909721374512,8.313610076904297,1654848.0,6.850900650024414
2014-01-28,8.39052963256836,8.27219009399414,8.366860389709473,8.286979675292969,886574.0,6.828956127166748
2014-01-29,8.467459678649902,8.254440307617188,8.298819541931152,8.322489738464355,815932.0,6.858217239379883
2014-01-30,8.325440406799316,8.136090278625488,8.289939880371094,8.139049530029297,1163734.0,6.7070512771606445
2014-01-31,8.192310333251953,8.062129974365234,8.142009735107422,8.106510162353516,2753348.0,6.680237770080566
2014-02-03,8.142009735107422,8.047340393066406,8.106510162353516,8.076919555664062,1692704.0,6.655853271484375
2014-02-04,8.171600341796875,8.05916976928711,8.079879760742188,8.11538028717041,988312.0,6.687546253204346
2014-02-05,8.127220153808594,7.923079967498779,8.10947036743164,8.047340393066406,1009944.0,6.631479740142822
2014-02-06,8.210060119628906,8.008879661560059,8.076919555664062,8.210060119628906,1903278.0,6.765569686889648
2014-02-07,8.286979675292969,8.032540321350098,8.221890449523926,8.136090278625488,1487538.0,6.704614639282227
2014-02-10,8.1627197265625,8.06509017944336,8.121299743652344,8.130180358886719,1052870.0,6.699743747711182
2014-02-11,8.328399658203125,8.106510162353516,8.136090278625488,8.313610076904297,1755910.0,6.850900650024414
2014-02-12,8.630180358886719,8.239640235900879,8.286979675292969,8.491120338439941,2654314.0,6.9971795082092285
2014-02-13,8.66864013671875,8.470410346984863,8.482250213623047,8.579879760742188,1853930.0,7.070322513580322
2014-02-14,8.83135986328125,8.579879760742188,8.579879760742188,8.792900085449219,2725632.0,7.245863914489746
2014-02-17,8.93490982055664,8.757399559020996,8.816570281982422,8.93490982055664,1731912.0,7.362888336181641
2014-02-18,8.914199829101562,8.713020324707031,8.875740051269531,8.760359764099121,2212886.0,7.219048500061035
2014-02-19,8.869819641113281,8.653849601745605,8.736689567565918,8.813610076904297,1972230.0,7.262929916381836
2014-02-20,8.964500427246094,8.710060119628906,8.778109550476074,8.857990264892578,1621048.0,7.299500942230225
2014-02-21,8.955619812011719,8.77219009399414,8.83135986328125,8.860950469970703,1192126.0,7.301941394805908
2014-02-24,8.90237045288086,8.763310432434082,8.8372802734375,8.769229888916016,1196520.0,7.2263569831848145
2014-02-25,8.804730415344238,8.60947036743164,8.77219009399414,8.618339538574219,1966484.0,7.102014541625977
2014-02-26,9.165679931640625,8.689350128173828,8.689350128173828,8.893489837646484,2802020.0,7.559442520141602
2014-02-27,9.106510162353516,8.846150398254395,8.923080444335938,8.90237045288086,823706.0,7.566990375518799
2014-02-28,9.11242961883545,8.914199829101562,8.926039695739746,9.050299644470215,2697916.0,7.692730903625488
2014-03-05,9.035499572753906,8.88757038116455,9.032540321350098,8.964500427246094,1099514.0,7.619801044464111
2014-03-06,9.079879760742188,8.991120338439941,8.991120338439941,9.029589653015137,1250600.0,7.675126552581787
2014-03-07,9.10947036743164,8.863909721374512,9.056209564208984,8.958580017089844,4445038.0,7.614768981933594
2014-03-10,9.09762954711914,8.769229888916016,8.982250213623047,8.840239524841309,826072.0,7.514179706573486
2014-03-11,8.93490982055664,8.786979675292969,8.828399658203125,8.855030059814453,1485848.0,7.5267510414123535
2014-03-12,8.93490982055664,8.801779747009277,8.807689666748047,8.93490982055664,3033888.0,7.5946478843688965
2014-03-13,8.952659606933594,8.730770111083984,8.93490982055664,8.813610076904297,1842438.0,7.491544723510742
2014-03-14,8.905329704284668,8.730770111083984,8.736689567565918,8.875740051269531,1583192.0,7.544356346130371
2014-03-17,9.210060119628906,8.911239624023438,8.911239624023438,9.136090278625488,1386814.0,7.765650272369385
2014-03-18,9.408280372619629,9.139049530029297,9.139049530029297,9.349109649658203,1942824.0,7.94672155380249
